Supporting Information for

Toward new solvents for EDLCs: From computational
screening to electrochemical validation

C. Schiitter,* T. Husch®, M. Korth>*, A. Balducci*:<*

@ University of Minster, MEET Battery Research Centre and Institute of Physical Chemistry, Corrensstr. 28/30, 48149 Minster (D)
> Ulm University, Institute for Theoretical Chemistry, Albert-Einstein-Allee 11, 89081 Ulm (D)
© Helmholtz Institute Ulm, Karlsruhe Institute of Technology, Helmholtzstrae 11, 89081 Ulm (D)

* Corresponding author e-mail: andrea.balducci@uni-muenster.de, martin.korth@uni-ulm.de

Contents:
1. SQM data set
2. DFT data set

1. SQM data set

ID HOMO/eV LUMO/eV n/cP Tb/K Tf/K Tm/K DeltaGsolv-Li-kcal/mol DeltaGsolv-pf6-kcal/mol
N1C10372 -10.908 1.013 2.44512 551.373 365.037 14.7 -122.77657 -48.48664
N1C10373 -10.845 1.002 2.34827 546.050 361.945 12.5 -122.71632 -48.44692
NC10374 -10.920 1.012 2.34318 549.735 363.601 8.1 -122.88020 -48.54331
N1C10375 -10.563 1.015 2.48181 555.846 366.262 15.0 -122.91129 -48.59813
N1C10376 -10.879 1.001 2.47117 550.334 364.726 5.9 -122.65818 -48.44963
N1C10377 -10.879 1.009 2.66796 562.904 370.908 16.2 -122.81026 -48.51278
N1C10378 -10.964 1.000 1.59045 527.698 347.339 34.6 -123.15754 -48.16734
NC10379 -10.942 1.077 1.62978 530.733 348.971 23.4 -123.49747 -48.38285
N101087 -11.237 1.072 1.37612 512.468 343.640 -30.7 -123.22079 -48.12685
N1C10380 -11.182 1.020 1.69500 530.821 349.766 27.7 -123.06173 -48.22340
N1C10381 -10.825 1.078 1.68766 535.969 351.140 28.4 -123.61086 -48.31306
N1C10382 -10.930 1.086 1.63793 530.332 349.048 26.8 -123.71055 -48.29107
N1010383 -11.151 1.046 1.62725 530.287 349.048 29.3 -123.23047 -48.18489
N1010384 -11.185 1.067 1.68177 532.148 350.150 17.3 -123.46311 -48.21573
N1C10385 -10.903 1.118 1.52596 526.755 346.208 26.0 -124.01859 -48.26638
N1C10386 -11.107 1.026 1.67436 535.770 352.196 17.6 -122.94210 -48.26880
N1C10387 -11.092 0.961 1.76324 529.398 349.744 23.8 -122.48737 -48.11571
N1C10388 -10.791 1.088 1.70803 532.938 349.640 18.1 -123.41734 -48.32021
N1C10389 -11.180 1.039 1.70831 534.468 352.074 27.5 -123.02407 -48.13425
N1C1038 -11.144 1.037 1.43795 514.174 345.246 -29.6 -122.87176 -48.10948
N1C10390 -11.172 0.986 1.78871 535.444 353.232 23.1 -122.71882 -48.09186
N1C10391 -10.833 1.102 1.81714 542.984 355.673 16.2 -123.58650 -48.24491
N1C10392 -10.900 1.084 1.87225 545.126 357.306 16.5 -123.45309 -48.30262
N1C10393 -11.004 1.064 1.63237 530.931 349.457 10.8 -123.15847 -48.27199
N1010394 -11.053 1.018 1.80989 533.533 352.196 8.6 -122.60195 -48.23058
N1010395 -11.058 1.022 1.71167 533.778 351.542 26.6 -123.03110 -48.15509
N1C10396 -10.986 1.006 1.73587 529.078 349.367 22.5 -122.71675 -48.17618
NC10397 -10.975 1.007 1.89065 540.321 356.263 12.6 -122.74143 -48.17810
N1C10398 -10.760 1.019 1.85409 536.349 352.727 15.8 -122.87264 -48.17004
N1C10399 -10.763 1.012 1.85342 533.679 351.349 17.1 -122.68722 -48.24570
N1C1039 -11.203 1.007 1.54200 517.588 347.995 -38.4 -122.57143 -48.03553
N1C103 -11.161 0.982 1.69086 518.646 349.603 -39.9 -122.14529 -48.08828
N1C10400 -10.856 1.033 1.64180 533.087 350.594 30.2 -123.43082 -48.36499
N1C10401 -11.048 0.999 1.68259 535.223 351.940 21.6 -123.28336 -48.41221
N1010402 -10.885 1.034 1.75186 531.297 350.363 21.4 -123.15484 -48.42271
N1C10403 -10.984 1.015 1.83138 537.296 353.934 26.3 -123.37475 -48.38544
N1010404 -10.867 1.027 1.81202 536.304 352.177 22.8 -123.43546 -48.40032
N1010405 -11.101 1.079 1.67361 534.068 351.163 27.3 -124.05344 -48.35255
N1C10406 -11.097 0.984 1.84331 533.052 351.940 27.8 -123.26100 -48.26681
NC10407 -11.017 1.020 1.82591 533.006 351.889 17.1 -123.07209 -48.26894
N1C10408 -11.156 0.977 1.82559 537.287 353.934 23.1 -123.30604 -48.22964
N1C10409 -10.988 1.058 1.78811 541.252 354.563 16.6 -123.76096 -48.30003
N1C1040 -10.992 1.029 1.39157 512.278 343.857 -33.5 -122.64594 -48.18440
N1010410 -11.119 1.031 1.87873 539.918 355.602 22.4 -123.42183 -48.29402
N1010411 -10.883 1.023 1.90970 538.860 354.120 13.4 -123.31014 -48.33684
N1010412 -10.870 1.026 1.90542 540.937 355.257 14.4 -123.34442 -48.30988
N1010413 -10.822 0.954 1.74399 528.783 349.203 26.9 -122.86078 -48.27064
N1010414 -10.752 0.983 1.80572 529.977 350.177 24.6 -122.74662 -48.41650
N1010415 -10.775 0.950 1.88122 532.064 351.810 13.2 -122.51895 -48.44373
N1010416 -11.077 0.981 1.73140 526.533 347.760 24.7 -122.95764 -48.19856
N1010417 -10.848 1.013 1.82264 535.967 352.177 15.1 -123.15886 -48.35551
N1C10418 -10.955 1.033 1.69308 528.239 348.464 15.2 -122.85268 -48.23879
N1010419 -10.942 0.960 1.91641 534.790 353.503 21.1 -122.64764 -48.28446
N1C1041 -11.068 0.988 1.41285 507.716 341.740 -32.3 -122.27999 -48.12131
NC10420 -10.692 0.977 1.92217 534.679 352.273 14.5 -122.73929 -48.34247
N1010421 -10.671 0.995 1.97002 537.531 353.934 15.3 -122.89321 -48.38217
N1010422 -11.036 0.973 1.74351 527.086 347.902 13.2 -122.85715 -48.34262
NC10423 -10.876 0.960 1.89225 529.801 350.550 12.4 -122.67124 -48.36762
N1010424 -11.023 0.979 1.83335 531.465 351.140 22.9 -123.06098 -48.28564
N1010425 -11.202 1.041 1.79093 535.849 352.947 23.8 -123.40579 -48.26342
N1010426 -10.915 0.987 1.91408 539.329 354.663 16.8 -122.99406 -48.20560
N1010427 -10.820 0.996 1.94128 538.478 354.334 13.7 -122.99617 -48.25203
N1010428 -11.134 0.999 1.91647 536.282 354.296 14.8 -122.78801 -48.19978
NC10429 -10.860 0.976 2.03771 539.672 355.602 16.0 -122.72357 -48.21647
N101042 -11.022 0.992 1.50013 513.443 345.529 -37.7 -122.23279 -48.17050
NC10430 -10.767 1.102 1.85935 537.531 354.084 22.9 -123.96242 -48.56715
N1C10431 -10.731 1.086 1.97423 540.570 356.542 24.4 -123.49502 -48.69211
N1010432 -10.868 1.090 1.96556 540.134 356.115 20.8 -123.70470 -48.60096
NC10433 -10.919 1.093 1.92381 539.554 355.602 20.2 -123.85742 -48.57073
N1010434 -10.900 1.066 2.02319 547.881 360.832 21.0 -123.29772 -48.56348
N1010435 -10.757 1.024 2.04792 540.606 357.149 20.0 -123.18369 -48.56431
N1010436 -10.941 1.026 2.02534 543.114 358.449 21.8 -123.24251 -48.47353
N1010437 -10.851 1.023 2.16771 545.429 360.385 20.0 -123.02726 -48.52639
N1C10438 -10.895 1.044 2.17030 546.600 360.885 17.0 -123.33269 -48.51792
NC10439 -11.040 1.048 2.00679 541.453 357.314 20.1 -123.26707 -48.46989
N101043 -11.020 1.075 1.28994 505.734 339.489 -30.3 -122.80642 -48.14813
N1010440 -11.121 0.996 1.81899 533.447 351.889 29.9 -123.25595 -48.27470
N1010441 -11.125 1.046 1.75400 538.872 354.084 24.5 -123.62491 -48.31446
N1010442 -11.216 1.018 1.77836 538.195 354.244 30.1 -123.39058 -48.22220
N1010443 -11.079 0.991 1.88252 537.689 354.663 29.6 -123.27201 -48.20605
N1010444 -10.978 1.021 1.90349 541.103 355.356 26.7 -123.28029 -48.23351
N1010445 -10.835 1.046 1.95647 543.075 356.487 16.6 -123.58324 -48.26870
N1010446 -11.062 0.980 1.72564 526.016 347.384 24.2 -122.92002 -48.25703
N1010447 -10.972 0.948 1.80871 530.743 350.706 30.4 -122.73417 -48.23890
N1010448 -11.059 0.959 1.83836 529.505 350.123 23.7 -122.73400 -48.12421
N1010449 -10.843 1.015 1.76177 529.093 349.241 29.9 -123.33187 -48.33324
N101044 -11.196 0.980 1.43820 512.288 344.324 -35.4 -122.21304 -48.01566
NC10450 -10.953 0.970 1.85707 531.660 351.349 25.2 -123.00179 -48.29210
N1C10451 -10.941 0.960 1.80205 531.380 350.920 31.5 -122.86546 -48.24970
N1010452 -10.602 0.983 1.88918 531.026 349.929 27.1 -122.94747 -48.35725
N1C10453 -10.964 0.990 2.03621 540.888 356.199 23.3 -122.89562 -48.24339
N1010454 -10.937 1.032 1.99096 541.876 357.448 22.8 -123.37952 -48.31872
N1C10455 -10.801 0.998 1.95632 539.553 355.021 24.4 -122.99440 -48.25094
N1C10456 -11.009 1.086 1.73339 533.750 351.614 15.9 -123.58022 -48.34904
NC10457 -11.073 1.005 1.85491 533.192 352.285 18.1 -122.84404 -48.24722
N1010458 -10.999 1.007 1.85229 533.040 352.163 14.8 -122.88524 -48.24673
N1C10459 -10.953 0.994 1.94724 539.042 356.061 16.2 -122.65336 -48.22138
N101045 -11.072 1.113 1.26047 505.673 339.400 -34.0 -122.63870 -48.02588
N1C10460 -10.936 0.959 1.90640 532.952 352.509 23.4 -122.66498 -48.27896
N1C10461 -10.589 0.965 2.01844 533.909 352.401 22.4 -122.64587 -48.20188
N1C10462 -10.892 1.057 2.00967 540.476 356.765 29.9 -123.37698 -48.49049
N1C10463 -10.866 1.045 2.06710 542.728 358.352 30.7 -123.18429 -48.53886
N1010464 -11.057 0.976 1.61115 527.150 347.429 49.4 -122.88023 -48.10230
N1C10465 -10.988 1.008 1.60720 526.209 346.761 49.3 -122.92714 -48.22124
N1C10466 -11.027 1.009 1.70218 533.277 351.003 45.6 -123.67593 -48.23611
N1010467 -10.934 0.987 1.72871 531.537 350.284 46.0 -123.29858 -48.31198
N1010468 -11.069 0.996 1.71342 534.250 351.581 44.2 -123.54877 -48.25060
N1C10469 -10.844 0.954 1.69652 527.651 348.265 47.3 -122.91764 -48.22603
N1C1046 -11.269 1.032 1.48216 514.631 345.911 -42.2 -122.61000 -48.01236
N1010470 -10.974 1.018 1.69675 531.087 349.744 42.8 -123.57690 -48.24741
N1C10471 -10.885 1.034 1.71120 529.499 349.048 44.5 -123.37388 -48.35450
N1010472 -11.026 1.007 1.68417 528.201 348.080 62.7 -123.48615 -48.31909
N1010473 -11.124 1.084 1.55846 530.890 348.486 41.2 -123.80722 -48.27520
N1010474 -11.128 1.067 1.59902 530.480 348.442 35.4 -123.56235 -48.38676
N1010475 -11.035 1.071 1.54064 529.387 347.652 41.4 -123.55872 -48.38826
N1C10476 -10.843 1.094 1.63824 537.149 351.402 44.1 -123.73591 -48.39604
N1010477 -10.962 1.042 1.62174 527.366 347.429 28.6 -122.98446 -48.37779
N1010478 -11.249 1.032 1.66755 531.407 349.957 25.9 -123.01200 -48.10917
N1010479 -11.075 1.032 1.69824 533.738 351.542 25.2 -122.88290 -48.24690
N101047 -11.085 1.025 1.38751 510.977 343.286 -37.3 -122.52943 -48.04615
N1010480 -10.825 1.014 1.75914 531.608 349.603 19.8 -122.77783 -48.21488
N1C10481 -10.774 1.068 1.79654 542.952 355.720 19.2 -123.30688 -48.32555
N1010482 -10.826 1.082 1.81115 534.148 352.163 36.9 -123.67660 -48.60308
N1010483 -11.102 1.086 1.92664 544.096 358.352 15.3 -123.22941 -48.50520
N1010484 -10.999 1.106 1.54669 529.298 347.579 65.2 -123.98296 -48.35170
N1010485 -10.907 1.015 1.50359 522.249 343.689 67.9 -123.25920 -48.31005
N1010486 -11.077 1.011 1.55565 524.949 345.602 52.7 -123.26040 -48.21364
N1010487 -10.966 1.057 1.59274 527.739 347.461 41.3 -123.33556 -48.25665
N1010488 -11.223 0.997 1.60398 527.550 347.553 32.9 -122.82522 -48.12703
N1010489 -11.029 1.053 1.58078 527.859 347.553 34.3 -123.01490 -48.18548
N101048 -11.223 0.998 1.54593 517.921 348.229 -43.3 -122.45576 -48.00843
N1C10490 -10.814 0.999 1.59790 527.031 346.860 59.1 -123.53368 -48.37503
N1C10491 -10.734 0.981 1.65364 524.607 346.146 46.9 -122.93029 -48.36067
N1010492 -11.120 1.041 1.63870 532.877 350.040 32.6 -124.05664 -48.37101
N1010493 -11.168 1.000 1.71162 532.989 351.003 35.3 -123.49515 -48.27183
N1010494 -10.758 1.001 2.19071 548.198 356.958 44.7 -123.34642 -48.46117
N1010495 -10.734 1.009 2.21964 545.318 355.602 42.4 -123.30009 -48.46125
N1C10496 -10.697 1.007 2.25789 548.077 357.448 39.4 -123.21594 -48.42545
N1010497 -10.779 1.026 2.35753 554.725 362.675 32.7 -123.37486 -48.66924
NC10498 -10.707 1.004 2.50227 552.193 363.485 27.0 -122.87054 -48.68375
N1C10499 -10.689 1.162 2.33765 555.883 363.007 34.3 -123.79067 -48.81260
N101049 -11.150 1.007 1.60317 521.797 350.830 -42.2 -122.40272 -48.03641
N10104 -11.134 1.044 1.55236 521.543 350.150 -31.9 -122.47951 -48.10718
NC10500 -10.479 1.125 2.39170 562.081 366.718 28.1 -123.58418 -48.82480
N1C10501 -10.778 1.018 2.54835 557.361 364.962 30.2 -123.18944 -48.76529
N1C10502 -10.645 1.002 2.41821 550.742 362.227 30.6 -122.88032 -48.70217
N1C10503 -10.812 1.060 2.57732 563.558 368.253 33.1 -123.46007 -48.82427
N1010504 -10.971 0.975 1.73815 536.522 350.594 62.8 -123.44661 -48.39405
N1010505 -10.870 1.019 1.83132 541.322 352.428 69.1 -123.53787 -48.42278
N1C10506 -10.899 0.908 1.77166 530.570 348.147 63.9 -122.46742 -48.22810
N1C10507 -10.930 0.963 1.86809 535.083 349.659 72.7 -122.92009 -48.27398
N1C10508 -10.958 0.911 1.78317 532.429 349.259 62.1 -122.41490 -48.24178
N1C10509 -10.973 0.986 1.77624 533.612 349.462 61.4 -123.14204 -48.37209
N1C1050 -10.872 1.062 1.23084 500.935 336.543 -36.6 -122.20983 -48.15831
N1C10510 -10.928 0.971 1.93281 536.909 350.965 68.8 -122.99010 -48.30518
N1C10511 -10.906 0.956 1.85708 536.115 350.150 66.1 -122.84848 -48.28116
N1010512 -10.649 0.980 1.86017 532.506 348.229 61.4 -122.87959 -48.25018
N1C10513 -10.809 1.002 1.93991 542.598 353.934 65.2 -123.08328 -48.43777
N1010514 -10.675 1.036 1.85112 539.116 351.482 54.2 -123.40028 -48.39803
N1C10515 -10.896 1.001 1.86549 534.926 349.440 54.4 -122.97810 -48.38111
N1C10516 -10.894 0.875 1.88683 531.622 349.462 61.4 -122.18534 -48.20536
N1C10517 -10.992 0.938 1.96107 535.779 350.830 63.6 -122.54839 -48.23945
N1010518 -10.842 0.929 1.96811 535.077 350.422 59.8 -122.45268 -48.26399
N1C10519 -10.606 0.961 1.92690 531.727 348.293 60.2 -122.54408 -48.24184
N1C1051 -10.957 0.987 1.28081 506.355 339.907 -39.8 -122.31100 -48.13426
NC10520 -10.949 0.929 2.01979 538.134 352.375 60.4 -122.45271 -48.23605
NC10521 -10.995 1.097 1.90000 545.939 355.356 56.4 -123.57545 -48.46359
N1C10522 -10.858 0.962 1.86733 540.508 353.266 64.5 -123.69738 -48.53401
N1010523 -10.875 0.999 1.82918 533.057 349.116 61.5 -123.55870 -48.48365
N1010524 -10.787 0.998 1.97980 540.530 354.458 54.5 -122.82037 -48.53737
N1010525 -10.902 1.014 1.99740 548.114 356.862 67.3 -123.88929 -48.49185
N1010526 -10.824 1.008 1.98578 543.743 354.548 62.5 -123.79041 -48.48784
N1C10527 -10.956 1.011 1.99855 539.925 352.637 61.0 -123.49682 -48.45475
N1010528 -10.617 1.038 1.98778 544.006 354.563 57.6 -123.76358 -48.48760
NC10529 -10.912 0.950 2.02087 540.120 354.458 60.2 -122.95467 -48.41813
N101052 -10.945 1.017 1.43046 510.259 343.331 -39.9 -122.27289 -48.13910
N1C10530 -10.794 0.970 2.16507 547.699 357.916 56.4 -123.14396 -48.43806
N1C10531 -10.595 1.003 2.08500 545.459 356.115 55.0 -123.33033 -48.44677
N1010532 -10.889 0.972 2.18500 545.037 356.658 56.2 -122.93088 -48.41826
N1C10533 -10.934 0.981 2.20736 543.214 355.761 56.0 -122.90519 -48.46706
N1010534 -10.743 1.051 2.12818 548.672 359.221 56.2 -123.56714 -48.81781
N1010535 -10.710 1.034 2.26032 547.704 359.489 59.9 -123.22764 -48.76661
N1C10536 -10.746 1.065 2.20818 547.863 359.245 58.8 -123.27495 -48.79628
N1010537 -10.787 1.045 2.12399 548.297 358.989 55.4 -123.45895 -48.84598
N1C10538 -10.664 1.055 2.17200 543.429 356.792 56.8 -123.32893 -48.69456
N1C10539 -10.646 1.047 2.20036 543.625 357.137 55.3 -123.21527 -48.73849
N1C1053 -10.960 1.010 1.48338 515.012 346.298 -37.4 -122.26936 -48.08302
N1010540 -10.771 1.032 2.39614 551.989 362.546 56.3 -123.01250 -48.77746
N1010541 -10.758 1.021 2.44902 552.976 363.281 51.2 -123.13051 -48.71789
N1010542 -10.842 0.997 2.02153 536.693 350.040 49.6 -122.89347 -48.28035
N1010543 -11.065 0.994 2.47763 564.460 366.986 55.9 -123.22946 -48.50982
N1010544 -11.002 0.943 2.75984 564.423 368.468 48.1 -122.64075 -48.49817
N1010545 -10.782 1.035 2.48385 559.604 365.681 50.7 -123.32213 -48.75194
N1010546 -10.532 1.027 2.50892 559.020 365.509 42.4 -123.28168 -48.75966
N1010547 -10.655 0.996 2.51677 550.998 362.874 43.0 -122.75666 -48.70796
N1C10548 -10.888 0.927 1.99083 546.214 357.655 60.9 -123.22418 -48.43541
N1C10549 -10.966 0.997 1.93189 541.195 354.289 59.3 -123.37957 -48.52137
N1C1054 -10.989 1.003 1.49108 513.158 345.387 -36.7 -122.30876 -48.12889
N1C10550 -10.840 1.014 2.12765 551.924 359.695 63.2 -123.83040 -48.52753
N1C10551 -10.878 0.975 2.14118 549.953 358.904 60.6 -123.43769 -48.47204
N1010552 -10.840 0.956 2.11110 549.687 358.682 63.0 -123.34810 -48.43924
N1C10553 -10.585 1.057 2.02493 543.755 354.696 62.7 -123.94270 -48.56288
N1010554 -10.933 0.973 2.09447 553.913 360.736 60.3 -123.58018 -48.47230
N1C10555 -10.987 0.987 2.10023 546.236 356.765 56.4 -123.21025 -48.41660
N1C10556 -10.879 0.946 2.06195 539.725 354.458 60.2 -122.97564 -48.52775
N1C10557 -10.771 0.984 2.03498 542.268 354.289 64.3 -123.28551 -48.46464
N1C10558 -10.813 0.990 2.05446 540.694 353.653 63.0 -123.17120 -48.45258
N1C10559 -10.927 0.936 2.03648 540.213 354.563 53.9 -122.82549 -48.52303
N1C1055 -11.088 0.997 1.71004 524.214 352.813 -39.9 -122.19061 -48.09664
N1C10560 -10.788 0.963 2.01478 541.185 353.631 58.2 -123.15840 -48.49104
N1C10561 -10.640 1.002 2.09155 544.887 356.061 58.2 -123.35135 -48.49145
N1C10562 -10.822 0.985 2.12782 544.497 356.092 57.4 -123.11922 -48.49431
N1C10563 -10.980 0.987 2.14446 543.173 355.356 58.0 -123.06976 -48.46069
N1C10564 -10.956 0.941 2.14246 543.759 357.207 57.8 -122.78427 -48.48504
N1C10565 -10.756 0.989 2.09865 544.573 355.857 62.4 -123.37297 -48.53800
N1C10566 -10.569 1.004 2.05043 540.607 353.428 60.5 -123.32282 -48.52210
N1C10567 -10.828 1.008 2.15042 549.166 358.568 59.4 -123.21158 -48.56617
N1C10568 -10.883 0.974 2.21335 545.007 356.882 64.3 -122.89833 -48.45631
N1C10569 -10.792 0.977 2.10161 546.558 356.958 61.5 -123.28202 -48.48677
N1C1056 -10.937 1.064 1.34559 506.763 340.469 -20.9 -123.11108 -48.37455
N1C10570 -10.818 0.997 1.92830 538.823 353.260 42.9 -122.93275 -48.46368
N1C10571 -10.849 1.032 1.97813 546.438 357.628 45.9 -123.07796 -48.54483
N1010572 -10.825 0.969 2.24511 541.268 355.043 61.7 -122.72557 -48.56148
N1C10573 -10.876 0.986 2.18168 539.376 353.570 58.3 -122.89432 -48.51694
N1010574 -10.745 1.022 2.35129 553.487 363.196 53.2 -123.11841 -48.72326
N1010575 -10.778 1.090 2.24593 555.218 363.504 52.6 -123.48847 -48.86855
N1C10576 -10.696 1.004 2.45218 556.372 365.273 54.0 -122.87561 -48.77063
N1C10577 -10.892 1.008 2.44158 556.701 365.509 53.2 -122.92491 -48.76404
N1010578 -10.871 1.018 2.45911 552.399 363.132 54.3 -123.02000 -48.80236
N1C10579 -10.842 0.874 1.84926 530.526 348.660 62.2 -122.21599 -48.15506
N1C1057 -10.991 1.032 1.58451 511.606 344.697 -28.4 -122.81128 -48.35231
N1C10580 -10.961 0.936 1.98185 537.703 351.889 62.4 -122.53665 -48.23345
N1C10581 -10.633 0.952 1.94740 530.985 347.995 63.7 -122.46446 -48.20747
N1C10582 -10.670 1.025 2.39616 549.963 361.245 59.4 -123.04855 -48.70578
N1C10583 -10.840 0.938 1.90329 541.875 354.735 71.1 -123.30888 -48.46427
N1010584 -10.848 0.935 1.97342 542.913 355.602 78.5 -123.36539 -48.49569
N1C10585 -10.990 0.941 1.91132 541.429 354.563 72.7 -123.36115 -48.44105
N1C10586 -10.844 0.941 1.95570 540.657 354.289 79.0 -123.15646 -48.47786
N1C10587 -11.061 0.986 1.98696 540.663 354.366 75.1 -123.36581 -48.55157
N1C10588 -10.575 1.005 1.83852 534.857 350.204 76.0 -123.69279 -48.57994
N1C10589 -10.825 0.940 1.90124 535.248 351.066 73.8 -122.92709 -48.53748
N1C1058 -11.006 1.034 1.65945 524.634 352.365 -29.2 -122.65259 -48.44325
N1C10590 -10.842 0.956 1.98166 537.453 352.739 74.2 -122.97562 -48.50990
N1C10591 -10.781 0.978 1.92469 534.569 350.749 78.1 -123.35568 -48.51726
N1010592 -10.862 0.928 1.74032 530.477 347.560 71.0 -122.95195 -48.31425
N1C10593 -10.895 0.919 1.72408 530.794 347.652 63.4 -122.91128 -48.30031
N1C10594 -10.893 0.963 1.71341 534.805 349.744 68.8 -123.19150 -48.35681
N1C10595 -10.972 1.015 1.73647 532.046 348.147 63.1 -123.35043 -48.44435
N1C10596 -10.830 0.902 1.80926 531.151 348.567 67.3 -122.54445 -48.28718
N1C10597 -10.876 0.906 1.72585 527.666 346.084 66.6 -122.66166 -48.33057
N1C10598 -10.885 0.890 1.77241 529.889 347.652 63.0 -122.50078 -48.26089
N1C10599 -10.869 0.965 1.78941 533.353 349.440 64.8 -122.91556 -48.40661
N1C1059 -10.999 1.039 1.50925 511.994 344.324 -34.9 -122.94418 -48.36564
N1C105 -11.008 1.031 1.44404 511.033 343.857 -31.4 -122.28019 -48.08448
N1C10600 -11.111 0.970 1.72807 530.385 347.384 59.7 -122.88837 -48.45072
N1C10601 -11.015 0.967 1.82426 535.127 350.675 61.5 -122.79995 -48.40012
N1C10602 -10.812 0.878 1.83610 530.935 348.900 60.9 -122.23038 -48.22218
N1C10603 -10.726 0.947 1.82994 539.348 352.525 67.4 -123.69230 -48.51202
N1C10604 -10.704 0.974 1.86035 535.488 350.675 67.0 -123.31748 -48.48054
N1C10605 -10.683 1.007 1.81438 533.564 349.241 64.2 -123.73344 -48.55429
N1C10606 -10.901 0.999 1.82840 537.167 351.349 60.3 -123.76046 -48.58828
N1C10607 -10.872 0.967 1.92245 544.656 355.894 65.7 -123.77823 -48.47647
N1C10608 -10.904 1.033 1.85506 536.672 351.003 65.4 -123.89202 -48.55729
N1C10609 -10.890 0.969 1.94453 539.682 353.428 60.3 -123.37987 -48.48657
N1C1060 -10.854 1.045 1.39871 509.261 342.162 -29.1 -123.09539 -48.53848
N1C10610 -10.659 0.960 1.85195 532.814 349.374 63.8 -123.10390 -48.52246
N1C10611 -10.789 0.996 1.89271 538.570 352.509 64.2 -123.50810 -48.52121
N1C10612 -10.678 0.970 1.87869 535.650 351.012 65.5 -123.12597 -48.44117
N1C10613 -10.787 0.947 1.96482 539.567 353.756 60.8 -122.98185 -48.46509
N1C10614 -10.816 0.939 1.87413 540.927 353.831 61.2 -123.48660 -48.53771
N1C10615 -10.981 0.955 1.83644 534.506 350.185 57.8 -123.13665 -48.57840
N1C10616 -10.821 0.948 1.92962 537.815 352.711 61.3 -122.97602 -48.53825
N1C10617 -10.881 0.928 2.01211 543.524 356.187 59.4 -122.82574 -48.41252
N1C10618 -10.780 0.991 1.70552 535.640 349.744 108.9 -123.63806 -48.44203
N1C10619 -10.710 0.932 1.69148 528.398 346.084 104.9 -122.96342 -48.39473
N1C1061 -10.768 1.027 1.60236 516.602 347.652 -33.6 -122.89617 -48.38245
N1C10620 -10.892 0.925 1.67162 527.800 345.602 86.4 -122.97798 -48.35266
N1C10621 -10.871 0.994 1.69911 530.842 347.215 89.8 -123.32337 -48.43112
N1010622 -10.718 0.902 1.73516 529.913 347.429 96.3 -122.61099 -48.23238
N1C10623 -10.803 0.892 1.76514 531.637 348.486 75.5 -122.55108 -48.19960
N1C10624 -10.909 0.970 1.79198 535.257 350.422 63.0 -122.99880 -48.32015
N1C10625 -10.765 0.880 1.78226 529.678 347.760 75.6 -122.31306 -48.17354
N1C10626 -10.815 0.883 1.74519 527.782 346.541 60.1 -122.31828 -48.24731
N1C10627 -10.814 1.000 1.85464 541.753 353.615 83.6 -124.27631 -48.49548
N1C10628 -10.793 0.973 1.92193 540.762 353.756 67.3 -123.46692 -48.43002
N1C10629 -9.873 0.874 2.12802 560.662 363.132 128.4 -124.50247 -49.06647
N1C1062 -10.780 1.026 1.54366 509.292 343.331 -27.9 -122.79534 -48.44208
N1C10630 -9.809 0.817 2.38729 544.201 356.092 130.2 -122.02651 -48.87266
N1C10631 -10.461 0.859 2.27714 549.849 358.779 133.5 -122.60373 -48.60987
N1C10632 -9.855 0.845 1.96932 541.160 352.428 125.8 -122.59591 -48.70714
N1C10633 -8.096 0.187 2.96224 639.570 407.903 118.8 -127.15171 -50.39127
N1010634 -8.112 0.525 2.84690 577.279 374.974 116.8 -123.26962 -50.03033
N1C10635 -9.569 0.182 3.06041 579.266 381.333 -8.7 -121.95380 -49.75619
N1C10636 -9.819 -0.044 2.24347 547.782 361.440 20.0 -121.34769 -49.32852
N1C10637 -9.662 0.116 2.65968 548.494 363.261 5.4 -122.03079 -49.81028
N1C10638 -9.639 0.122 2.27664 568.520 372.376 -7.9 -121.83055 -49.55788
N1C10639 -9.817 -0.026 1.99082 541.812 356.947 2.1 -121.15341 -49.33755
N1C1063 -10.844 1.008 1.63232 514.570 346.959 -28.1 -122.52943 -48.41708
N1C10640 -9.869 -0.681 2.04434 538.617 356.028 12.2 -121.13528 -48.93132
N1C10641 -9.608 -0.009 2.69146 563.082 371.547 13.2 -121.39885 -49.71251
N1010642 -9.420 0.123 2.88121 554.709 367.469 5.6 -121.78330 -49.89845
N1C10643 -9.833 -0.705 2.13346 538.434 356.638 2.8 -120.39098 -48.79551
N1C10644 -9.829 -0.660 2.22970 547.996 362.074 0.8 -121.04483 -48.90575
N1C10645 -9.618 -0.002 3.09691 573.216 378.397 5.9 -121.35855 -49.68586
N1C10646 -9.461 0.133 3.05929 556.851 369.205 -0.1 -121.71156 -49.78990
N1C10647 -9.519 0.036 3.04101 572.688 377.857 5.2 -121.53111 -49.70128
N1C10648 -9.311 0.148 3.01029 556.534 368.898 0.4 -121.81177 -49.77606
N1C10649 -9.893 -0.679 1.93003 537.709 354.946 0.7 -121.02242 -48.91003
N1C1064 -10.768 1.023 1.59740 512.185 345.343 -34.7 -122.76803 -48.35530
N1C10650 -9.552 -0.013 2.29685 557.206 366.618 -1.6 -121.29898 -49.58379
N1C10651 -9.859 -0.686 2.02752 536.255 354.785 2.2 -120.51839 -48.87613
